Nom,Isin,Symbole,Marche,Mic
U&I_LEARNING,BE0003847648,UNI,Marché_Libre_Brussels,MLXB
4SERVICE_CLOUD,CH0299791381,MLOVE,Marché_Libre_Paris,XMLI
A_TOUTE_VITESSE,FR0010050773,MLATV,Marché_Libre_Paris,XMLI
ABC_ORTHODONTICS,CH0044947239,MLABC,Marché_Libre_Paris,XMLI
ABCARBIBSAA29JUN18,FR0013254489,ABCBS,Marché_Libre_Paris,XMLI
ACEP_FRANCE,FR0010762740,MLACP,Marché_Libre_Paris,XMLI
ACTIVIUM_GROUP,FR0010979377,MLACT,Marché_Libre_Paris,XMLI
AFRIQUE_TELECOM,FR0011233659,MLAFT,Marché_Libre_Paris,XMLI
AG3I,FR0011908045,MLAGI,Marché_Libre_Paris,XMLI
AMATHEON_AGRI,NL0010273694,MLAAH,Marché_Libre_Paris,XMLI
ARDOIN_ST_AMAND_A,FR0005057635,MLARD,Marché_Libre_Paris,XMLI
ARDOIN_ST_AMAND_B,FR0004070795,ARDO,Marché_Libre_Paris,XMLI
AROMA_CELTE,FR0013182235,MLARO,Marché_Libre_Paris,XMLI
ARTHUR_MAURY,FR0010772426,MLAMY,Marché_Libre_Paris,XMLI
ARTSNET,FR0010923433,MLART,Marché_Libre_Paris,XMLI
ASHLER_ET_MANSON,FR0012968485,MLAEM,Marché_Libre_Paris,XMLI
AUDIENCE_LABS,FR0011896463,MLAUD,Marché_Libre_Paris,XMLI
AZ_LEASING,IT0004812258,MLAZL,Marché_Libre_Paris,XMLI
AZOREAN_TECH,PTAZR0AM0006,MLAAT,Marché_Libre_Paris,XMLI
BAMBU,CH0309050059,MLBAM,Marché_Libre_Paris,XMLI
BATLA_MINERALS,FR0010436170,MLBAT,Marché_Libre_Paris,XMLI
BODY_ONE,FR0010106039,MLONE,Marché_Libre_Paris,XMLI
BRICO_DISTRIB,FR0013110053,MLBRI,Marché_Libre_Paris,XMLI
BROKERSCLUB_AG,CH0139322835,MLBRO,Marché_Libre_Paris,XMLI
CAIRE,FR0010781377,MLAAE,Marché_Libre_Paris,XMLI
CECURITY.COM,FR0010717579,MLCEC,Marché_Libre_Paris,XMLI
CFM_INDOSUEZWEALTH,MC0010000826,MLCFM,Marché_Libre_Paris,XMLI
CH.FER_DEPARTEMENT,FR0000037871,MLCFD,Marché_Libre_Paris,XMLI
CH.FER_VAR_GARD_N.,FR0000051567,MLCVG,Marché_Libre_Paris,XMLI
CHEOPS_TECHNOLOGY,FR0010447086,MLCHE,Marché_Libre_Paris,XMLI
CHINA_FOREST,HK0000049327,MLCFI,Marché_Libre_Paris,XMLI
CHINA_SUPER_POWER,HK0000043510,MLCSP,Marché_Libre_Paris,XMLI
CHRISTIAN_POTIER,FR0000079477,MLCHP,Marché_Libre_Paris,XMLI
CIE_DU_MONT_BLANC,FR0000060428,MLCMB,Marché_Libre_Paris,XMLI
CIOA,FR0012384907,MLCIO,Marché_Libre_Paris,XMLI
CJS_PLV,FR0000074361,MLCJS,Marché_Libre_Paris,XMLI
COGIFRANCE,FR0005516804,MLCOI,Marché_Libre_Paris,XMLI
COLIPAYS,FR0010959684,MLCLP,Marché_Libre_Paris,XMLI
CONCEPT_TRADITION,FR0011374479,MLCET,Marché_Libre_Paris,XMLI
CONDOR_INTERNAT,BE6252013725,MLMFI,Marché_Libre_Paris,XMLI
CONSORT_NT,FR0000077828,MLCNT,Marché_Libre_Paris,XMLI
COREP_LIGHTING,FR0010035816,MLCOR,Marché_Libre_Paris,XMLI
COURBET,FR0004998318,MLCOU,Marché_Libre_Paris,XMLI
COURBET_AM.,FR0004998326,CRBT,Marché_Libre_Paris,XMLI
CTA_HOLDING,FR0000054066,MLCTA,Marché_Libre_Paris,XMLI
DAMARIS,FR0000077885,MLDAM,Marché_Libre_Paris,XMLI
DATA_HERTZ,FR0012222149,MLDHZ,Marché_Libre_Paris,XMLI
DATBIM,FR0004177939,MLDTB,Marché_Libre_Paris,XMLI
DEBFLEX,FR0010776658,MLDEX,Marché_Libre_Paris,XMLI
DESIGN_YOUR_HOME,SE0007045380,MLDYH,Marché_Libre_Paris,XMLI
DIGITECH,FR0000079824,MLDIG,Marché_Libre_Paris,XMLI
DRDGOLD,ZAE000058723,MLDUR,Marché_Libre_Paris,XMLI
DWC_3.0,IT0005154635,MLDWC,Marché_Libre_Paris,XMLI
DYNAFOND,FR0000052920,MLDYN,Marché_Libre_Paris,XMLI
DYNEX_ENERGY_SA,LU0881232630,MLDYX,Marché_Libre_Paris,XMLI
EASSON_TELECOM,HK0000038783,MLEAS,Marché_Libre_Paris,XMLI
EAUX_DE_DOUAI,FR0005142999,MLEAU,Marché_Libre_Paris,XMLI
EAUX_DE_ROYAN,FR0007200100,MLEDR,Marché_Libre_Paris,XMLI
EAVS,FR0010536185,MLEAV,Marché_Libre_Paris,XMLI
ECOLUTIONS,DE000A0XYM45,MLECO,Marché_Libre_Paris,XMLI
EDITIONS_DU_SIGNE,FR0000052755,MLEDS,Marché_Libre_Paris,XMLI
EDUNIVERSAL,FR0010439265,MLEDU,Marché_Libre_Paris,XMLI
EES,FR0010945733,MLEES,Marché_Libre_Paris,XMLI
EON_MOTORS_GROUP,FR0011612837,MLEMG,Marché_Libre_Paris,XMLI
EST_REPUBLICAIN,FR0005310463,MLEST,Marché_Libre_Paris,XMLI
EUROLAND_CORPORATE,FR0010157115,MLERO,Marché_Libre_Paris,XMLI
EVERSET,FR0000044745,MLEVE,Marché_Libre_Paris,XMLI
FD,FR0012300424,MLFDV,Marché_Libre_Paris,XMLI
FERCO_DEV.,FR0010071530,MLFER,Marché_Libre_Paris,XMLI
FINANCIER_CROI_INV,FR0010480517,MLFCI,Marché_Libre_Paris,XMLI
FINANCIERE_SICOMAX,FR0000066797,MLSIC,Marché_Libre_Paris,XMLI
FINAXO,FR0010487272,MLFXO,Marché_Libre_Paris,XMLI
FIRSTCAUTION,CH0120879058,MLFIR,Marché_Libre_Paris,XMLI
FONCIERE_VINDI,FR0011605617,MLVIN,Marché_Libre_Paris,XMLI
FRANCE_CHAUFFAGE,FR0004260479,MLFRC,Marché_Libre_Paris,XMLI
FRANCE_TOURISME,FR0010823724,MLFTI,Marché_Libre_Paris,XMLI
FUDAKIN,HK0000058989,MLKIN,Marché_Libre_Paris,XMLI
G.A.I.,FR0000053415,MLGAI,Marché_Libre_Paris,XMLI
GALEO,FR0011100759,MLGAL,Marché_Libre_Paris,XMLI
GALLOO_ILE_DE_FCE,FR0000077232,MLGRD,Marché_Libre_Paris,XMLI
GEL_GROUPE,FR0012336675,MLGEL,Marché_Libre_Paris,XMLI
GENTLEMENS_EQUITY,PTGVE1AE0009,MLGEQ,Marché_Libre_Paris,XMLI
GEOREX_PROV.REGPT,FR0000057945,MLGEO,Marché_Libre_Paris,XMLI
GLOBAL_HEALTH_GR.,CH0121668229,MLIFE,Marché_Libre_Paris,XMLI
GOLD_CAP_RESOURCES,CA38055V2049,MLGCR,Marché_Libre_Paris,XMLI
GOUR_MEDICAL,CH0342399851,MLGML,Marché_Libre_Paris,XMLI
GRECEMAR,FR0012991040,MLCMG,Marché_Libre_Paris,XMLI
GREEN_ENERGY_GE4S,BE0948833760,MLGES,Marché_Libre_Paris,XMLI
GROUPE_CARNIVOR,FR0000076960,MLGRC,Marché_Libre_Paris,XMLI
GROUPE_PLUS-VALUES,FR0010529719,MLPVG,Marché_Libre_Paris,XMLI
GROUPE_RIVALIS,FR0010766642,MLRIV,Marché_Libre_Paris,XMLI
HK,DE000A11Q133,MLHK,Marché_Libre_Paris,XMLI
HOCHE_BAINS_L.BAIN,FR0000051302,MLHBB,Marché_Libre_Paris,XMLI
HOME_CONCEPT,FR0012336691,MLHCF,Marché_Libre_Paris,XMLI
HOPENING,FR0010312181,MLHPE,Marché_Libre_Paris,XMLI
HOT.MAJESTIC_CANNE,FR0006226791,MLHMC,Marché_Libre_Paris,XMLI
HOTELIM,FR0000053738,MLHOT,Marché_Libre_Paris,XMLI
HOTL.IMMOB.NICE,FR0006563904,MLHIN,Marché_Libre_Paris,XMLI
HYDRAULIQUE_PB,FR0000064735,MLHYD,Marché_Libre_Paris,XMLI
HYDRO-EXPLOIT.,FR0005843125,MLHYE,Marché_Libre_Paris,XMLI
IDS,FR0000079691,MLIDS,Marché_Libre_Paris,XMLI
IMALLIANCE,FR0010086371,MLIML,Marché_Libre_Paris,XMLI
IMM.PARIS.PERLE,FR0006859039,MLIPP,Marché_Libre_Paris,XMLI
IMPRIMERIE_CHIRAT,FR0000065773,MLIMP,Marché_Libre_Paris,XMLI
INDUSTRIAL_HOLDING,IT0004982069,MLFIH,Marché_Libre_Paris,XMLI
INFOCLIP,FR0011158823,MLIFC,Marché_Libre_Paris,XMLI
INFOSAT_TELECOM_SA,FR0010688465,MLSAT,Marché_Libre_Paris,XMLI
INNOVADERMA_PLC,GB00BT9PTW34,MLIDP,Marché_Libre_Paris,XMLI
INTEGRAL,FR0012880482,MLITG,Marché_Libre_Paris,XMLI
INVIBES_ADVERTSING,BE0974299316,MLINV,Marché_Libre_Paris,XMLI
IOC_HOLDING,BE6200101556,MLIOC,Marché_Libre_Paris,XMLI
IPERNITY.ORG,FR0010777680,MLIPY,Marché_Libre_Paris,XMLI
JANE_FRANCE,FR0011442235,MLJAN,Marché_Libre_Paris,XMLI
JSA_TECHNOLOGY,FR0010680033,MLJSA,Marché_Libre_Paris,XMLI
KRIEF_GROUP,FR0004152700,MLKRI,Marché_Libre_Paris,XMLI
LEADERLEASE,FR0010921163,MLLEA,Marché_Libre_Paris,XMLI
LECTEURS_MONDE,FR0000034779,MLLEM,Marché_Libre_Paris,XMLI
LEON_GROSSE,FR0005717626,MLLEO,Marché_Libre_Paris,XMLI
LIONAX,HK0000038429,MLION,Marché_Libre_Paris,XMLI
LOCASOLOG,FR0004109668,MLLCS,Marché_Libre_Paris,XMLI
LOCASYSTEM_INTL,FR0004155208,MLLOI,Marché_Libre_Paris,XMLI
LOMBARD_ET_MEDOT,FR0006205019,MLCAC,Marché_Libre_Paris,XMLI
LSK,LU0834474271,MLLSK,Marché_Libre_Paris,XMLI
LUIGI_BOTTO,IT0005072035,MLLB,Marché_Libre_Paris,XMLI
LUIGI_BOTTO_BS,IT0005072043,MLLBS,Marché_Libre_Paris,XMLI
LV4S,BE6201089735,MLV4S,Marché_Libre_Paris,XMLI
M2I,FR0010778050,MLMII,Marché_Libre_Paris,XMLI
MADE,FR0010328302,MLMAD,Marché_Libre_Paris,XMLI
MAGILLEM,FR0010827741,MLMGL,Marché_Libre_Paris,XMLI
MAIS.ANTOINE_BAUD,FR0000061657,MLMAB,Marché_Libre_Paris,XMLI
MAISON_CLIO_BLUE,FR0011092089,MLCLI,Marché_Libre_Paris,XMLI
MAISONS_D'AUJOURD',FR0010515742,MLMAI,Marché_Libre_Paris,XMLI
MANDALORE_HOLDING,LU1179353617,MLMHO,Marché_Libre_Paris,XMLI
MEDIOCREDITO_EUROP,IT0004844848,MLMCE,Marché_Libre_Paris,XMLI
METALLIANCE,FR0010492181,MLETA,Marché_Libre_Paris,XMLI
MEUBLES_DELIAS,FR0004078186,MLMED,Marché_Libre_Paris,XMLI
MICROSKIN,GB00B92JR174,MLSKN,Marché_Libre_Paris,XMLI
MIGUET_ET_ASSOCIES,FR0010500363,MLNMA,Marché_Libre_Paris,XMLI
ML_TRADING_AG,CH0221173120,MLMLT,Marché_Libre_Paris,XMLI
MNR_GROUP,FR0010976746,MLMNR,Marché_Libre_Paris,XMLI
MONEY_EXPRESS,SN0000000191,MLMEX,Marché_Libre_Paris,XMLI
MONFINANCIER,FR0010882886,MLMON,Marché_Libre_Paris,XMLI
MP6,FR0013232626,MLMP6,Marché_Libre_Paris,XMLI
MTD_FINANCE,FR0010518936,MLMTD,Marché_Libre_Paris,XMLI
MULANN,FR0012990968,MLMUL,Marché_Libre_Paris,XMLI
MULTIMICROCLOUD,FR0013230067,MLMMC,Marché_Libre_Paris,XMLI
MUTUALIZE_CORP,FR0013222346,MLMUT,Marché_Libre_Paris,XMLI
NEOCOM_MULTIMEDIA,FR0004157543,MLNEO,Marché_Libre_Paris,XMLI
NEWSINVEST,FR0010358507,MLNEI,Marché_Libre_Paris,XMLI
NOVADAY,FR0011421817,MLLED,Marché_Libre_Paris,XMLI
NOVAE_AEROSPACE,FR0010978924,MLNOT,Marché_Libre_Paris,XMLI
NOVATECH_IND.,FR0000185464,MLNOV,Marché_Libre_Paris,XMLI
O_SORBET_D'AMOUR,FR0013072741,MLOSA,Marché_Libre_Paris,XMLI
OLMIX,FR0010176115,MLOLM,Marché_Libre_Paris,XMLI
ONLINEFORMAPRO,FR0004174712,MLONL,Marché_Libre_Paris,XMLI
ORCLASS.COM,FR0012859916,MLORC,Marché_Libre_Paris,XMLI
P.G.O._AUTOMOBILES,FR0000057895,MLPGO,Marché_Libre_Paris,XMLI
PACTE_NOVATION,FR0000077992,MLPAC,Marché_Libre_Paris,XMLI
PARFEX,FR0000185928,MLPFX,Marché_Libre_Paris,XMLI
PART.INDLES_MINI.,FR0006823092,MLHOP,Marché_Libre_Paris,XMLI
PASCAL_PIVETEAU,FR0012146629,MLPPI,Marché_Libre_Paris,XMLI
PETRO_IVOIRE,CI0000001020,MLPIV,Marché_Libre_Paris,XMLI
PHARMASIMPLE,BE0974302342,MLPHA,Marché_Libre_Paris,XMLI
PHONE_WEB,FR0000185480,MLPHW,Marché_Libre_Paris,XMLI
PHOTONIKE_CAPITAL,BE0948608451,MLPHO,Marché_Libre_Paris,XMLI
PLACOPLATRE,FR0000030769,MLPLC,Marché_Libre_Paris,XMLI
POINT_PARFUMS,FR0012735355,MLPPF,Marché_Libre_Paris,XMLI
POL-ROGER_CHAMPAGN,FR0000064644,MLPOL,Marché_Libre_Paris,XMLI
PROP.IMMEUBLES,FR0000061376,MLPRI,Marché_Libre_Paris,XMLI
PROTEKTUS_AG,DE000A0JCXG4,MLPRO,Marché_Libre_Paris,XMLI
QUADPACK,ES0105118006,MLQP,Marché_Libre_Paris,XMLI
RAPHAEL_MICHEL_S_A,FR0010038570,MLRAM,Marché_Libre_Paris,XMLI
RAPIDO_PRET,FR0012395457,ML350,Marché_Libre_Paris,XMLI
ROUSSELET_CENTRIF.,FR0000035750,MLROU,Marché_Libre_Paris,XMLI
SAVONNERIE_NYONS,FR0013155975,MLSDN,Marché_Libre_Paris,XMLI
SBT,FR0004175222,MLSBT,Marché_Libre_Paris,XMLI
SCANDINAVIAN_HOUSE,CH0220529603,MLSHD,Marché_Libre_Paris,XMLI
SCEMI,FR0010972091,MLCMI,Marché_Libre_Paris,XMLI
SCHOBRUNN_PARIS,FR0010961920,MLSCH,Marché_Libre_Paris,XMLI
SECURINFOR,FR0000071755,MLSEC,Marché_Libre_Paris,XMLI
SEMPLICEMENTE_BS,IT0005072803,MLSMW,Marché_Libre_Paris,XMLI
SEMPLICEMENTE_SpA,IT0005072811,MLSMP,Marché_Libre_Paris,XMLI
SENDR_SE,DE000A1YDAZ7,MLSDR,Marché_Libre_Paris,XMLI
SEQUA_PETROLEUM_NV,NL0010623518,MLSEQ,Marché_Libre_Paris,XMLI
SILC,FR0010679365,MLSIL,Marché_Libre_Paris,XMLI
SILKAN_RT,FR0010518605,MLARI,Marché_Libre_Paris,XMLI
SIMAT,CI0000000832,MLMAT,Marché_Libre_Paris,XMLI
SIMO_INTERNATIONAL,FR0004038818,MLSIM,Marché_Libre_Paris,XMLI
SINTESI_BS,IT0005072191,MLSNW,Marché_Libre_Paris,XMLI
SINTESI_SpA,IT0005072167,MLSNT,Marché_Libre_Paris,XMLI
SMALTO,FR0011131788,MLSML,Marché_Libre_Paris,XMLI
SMALTO_BSA,FR0010649228,SMLBS,Marché_Libre_Paris,XMLI
SOLIA,FR0010480533,MLSOL,Marché_Libre_Paris,XMLI
SPEED_RABBIT_PIZZA,FR0000054371,MLSRP,Marché_Libre_Paris,XMLI
STEAM_FRANCE,FR0013063559,MLSTM,Marché_Libre_Paris,XMLI
STELAX_INDUSTRIES,CA8584971003,LAX,Marché_Libre_Paris,XMLI
STREIT_MECANIQUE,FR0000063976,MLSTR,Marché_Libre_Paris,XMLI
SUMO_RESOURCES_PLC,GB00B8GJBS16,MLSUM,Marché_Libre_Paris,XMLI
TEAM,FR0000033466,MLTEA,Marché_Libre_Paris,XMLI
TECHNOFLEX,FR0000185795,MLTEK,Marché_Libre_Paris,XMLI
TELECOM_DESIGN,FR0000184806,MLTED,Marché_Libre_Paris,XMLI
TELEVISTA,FR0011076595,MLVST,Marché_Libre_Paris,XMLI
THANNBERGER_ET_CIE,FR0010630988,MLTHA,Marché_Libre_Paris,XMLI
THERMES_DE_SAUJON,FR0007261425,MLTDS,Marché_Libre_Paris,XMLI
TOQUEBLANCHEMONDE,FR0011668821,MLTBM,Marché_Libre_Paris,XMLI
TOUTABO,FR0010621722,MLABO,Marché_Libre_Paris,XMLI
TPSH,FR0011040690,MLPSH,Marché_Libre_Paris,XMLI
TRAMWAYS_DE_ROUEN,FR0000031866,MLTRA,Marché_Libre_Paris,XMLI
TREASURE_MINE,HK0000058161,MLTMT,Marché_Libre_Paris,XMLI
TROC_ILE,FR0000031106,MLTRO,Marché_Libre_Paris,XMLI
TROIS_CHENES,FR0000076481,MLTRC,Marché_Libre_Paris,XMLI
UMALIS_GROUP,FR0011776889,MLUMG,Marché_Libre_Paris,XMLI
UN_TOIT_POUR_TOI,FR0013180189,MLUTP,Marché_Libre_Paris,XMLI
UNI.METALG.HT-SEI.,FR0005783503,MLUMH,Marché_Libre_Paris,XMLI
UNITI,FR0012709160,MLUNT,Marché_Libre_Paris,XMLI
UNIVERSAL.BE,BE0974279110,MLUNI,Marché_Libre_Paris,XMLI
USG,FR0012060036,MLUSG,Marché_Libre_Paris,XMLI
VALONEO,FR0012833770,MLVAL,Marché_Libre_Paris,XMLI
VANEXPORT,FR0010775064,MLVAN,Marché_Libre_Paris,XMLI
VERNEY_CARRON,FR0006174496,MLVER,Marché_Libre_Paris,XMLI
VESTASIA_LIMITED,HK0000041928,MLVES,Marché_Libre_Paris,XMLI
VISIO_NERF,FR0010033480,MLVIS,Marché_Libre_Paris,XMLI
VOPIUM,DK0060129575,MLVOP,Marché_Libre_Paris,XMLI
WEYA,FR0010768770,MLWEY,Marché_Libre_Paris,XMLI
WT,FR0000184822,MLWTT,Marché_Libre_Paris,XMLI
YANGDEN_HOLDING,HK0000052370,MLYSH,Marché_Libre_Paris,XMLI
ZCCM,ZM0000000037,MLZAM,Marché_Libre_Paris,XMLI
NOVABASE-SGPS,PTNBA0AM0006,NBA,Euronext_Lisbon,XLIS
NOS,PTZON0AM0006,NOS,Euronext_Lisbon,XLIS
REDITUS-SGPS,PTRED0AP0010,RED,Euronext_Lisbon,XLIS
SONAECOM-SGPS,PTSNC0AM0006,SNC,Euronext_Lisbon,XLIS
ASSICURAZ.GEN.ORD.,IT0000062072,GEN,Traded_not_listed_Amsterdam,TNLA
BANCO_BILBAO_VIZC.,ES0113211835,BBV,Traded_not_listed_Amsterdam,TNLA
BANCO_SANTANDER,ES0113900J37,SANTA,Traded_not_listed_Amsterdam,TNLA
BOEING_COMPANY,US0970231058,BOEI,Traded_not_listed_Amsterdam,TNLA
CHEVRON,US1667641005,CHTEX,Traded_not_listed_Amsterdam,TNLA
CISCO_SYSTEM_INC,US17275R1023,CIS,Traded_not_listed_Amsterdam,TNLA
DEUTSCHE_TELEKOM,DE0005557508,DTEL,Traded_not_listed_Amsterdam,TNLA
E.ON_SE,DE000ENAG999,EON,Traded_not_listed_Amsterdam,TNLA
ENI,IT0003132476,ENI,Traded_not_listed_Amsterdam,TNLA
FOOT_LOCKER,US3448491049,FOOTL,Traded_not_listed_Amsterdam,TNLA
IBM,US4592001014,IBMA,Traded_not_listed_Amsterdam,TNLA
INTEL_CORP,US4581401001,INCO,Traded_not_listed_Amsterdam,TNLA
MARATHON_OIL_CORP,US5658491064,MROIL,Traded_not_listed_Amsterdam,TNLA
MICROSOFT_CORP_SPL,US5949181045,MSF,Traded_not_listed_Amsterdam,TNLA
MUNCHENER_RUCKVERS,DE0008430026,MEURV,Traded_not_listed_Amsterdam,TNLA
NWE_NED_AM_HYP_BK,NL0000121622,NWE_NED_AM_HYP_BK,Traded_not_listed_Amsterdam,TNLA
OCCIDENTAL_PETROL.,US6745991058,OCPET,Traded_not_listed_Amsterdam,TNLA
PEPSICO,US7134481081,PEP,Traded_not_listed_Amsterdam,TNLA
SIEMENS,DE0007236101,SIA,Traded_not_listed_Amsterdam,TNLA
TELECOM_ITALIA_SPA,IT0003497168,TIT,Traded_not_listed_Amsterdam,TNLA
TELEFONICA,ES0178430E18,TFA,Traded_not_listed_Amsterdam,TNLA
TISCALI,IT0004513666,TISN,Traded_not_listed_Amsterdam,TNLA
UNION_PAC_CORP,US9078181081,UNPA,Traded_not_listed_Amsterdam,TNLA
VERIZON_COMM.,US92343V1044,VERIZ,Traded_not_listed_Amsterdam,TNLA
VOLKSWAGEN,DE0007664005,VWA,Traded_not_listed_Amsterdam,TNLA
